"Line","value"
"p.28180",22.3130931640198
"p.28180",21.1717584753232
"p.28180",10.0437452605307
"p.28180",47.1371226431725
"p.28180",41.7157828718635
"p.28180",55.9824664805709
"p.28180",55.6971328083976
"p.28180",43.1424512327338
"p.28180",18.6037554257557
"p.28180",34.8677747396831
"p.28180",31.4437706735932
"p.28180",12.326414637924
"p.28180",38.0064451335992
"p.28180",48.278457331869
"p.28180",58.2651358579653
"p.28180",32.2997716901157
"p.28180",39.7184471666441
"p.28180",55.9824664805709
"p.28180",72.3690480343876
"p.28180",57.7406744805257
"p.28180",41.7322656857336
"p.28180",37.4113698607148
"p.28180",46.2088852735974
"p.28180",46.4671436794858
